actual,predictions
1.9153638999873583,1.9184505058953985
42.192954,43.101828
0.3428283060990527,0.3426542132419405
1.88724111769968,1.8892805997332336
0.0,0.0
0.3677151942860001,21.844217
1.2500031250078123,1.255987922420138
3.5,5.0
26.018629338606445,26.25223143967237
14.366164808642685,14.375664874500446
15.20068,17.642079
0.5487010599807077,0.5206326728240157
26.318743,57.825238
35.8,7.638602441297341
14.796839395105208,14.83239394838327
18.29625292740047,18.20101197626588
13.274923669188905,0.0
2.158999,1.914072
5.711479,2.88659
2.5618953926873256,2.604356567666392
2.1751330093835235,2.1651395215907714
21.676927078817307,21.64221096827252
2.641240326457305,2.6197487137033817
0.8812032301385604,0.8726384222697324
54.716452,57.825238
1.455883,1.588537
4.327772,5.138455
1.682789,1.671105
1.558851313644002,1.5585354753844909
1.5125618259646365,1.5117935011020975
10.840753,10.730787
0.5123628020506809,0.5116439940158118
0.0,11.098286424576044
22.7,17.226919
0.3451996876633226,0.3443092227357021
2.35332,2.155526
0.3020359640263085,0.2988652088021781
1.994257,3.304678
6.183215,5.280859
1.328457,1.787704
2.6076299251610213,2.6122892535644686
0.3295305507773626,0.3293660099547583
8.190813183932901,8.16046743157448
27.07092582566324,29.90967278817969
34.337527,31.573339
1.5580012713290374,1.5595563374131327
8.8,0.0
0.4263519620717294,0.4228515757141117
11.336262,7.813305
0.0,0.0
34.752063,24.435322
1.9471314858949795,1.945358763063084
2.656856,2.210436
1.5182524307221417,1.5279212326046168
17.530867,15.293382
32.56904637832204,33.11039004039468
1.804435,1.927468
17.58891194990678,14.4021660857793
10.123916740908722,10.165287575985523
0.5183877312138878,0.5213106584049354
35.1,38.6
27.3,35.4
7.90688848124486,8.1799591002045
39.676903,19.007793
0.660714073341905,0.6547733632957624
0.2787928936806572,0.2787274641877018
1.6803559666079664,1.679300604884078
3.8010962361545073,3.765797520598913
1.3681986843401452,1.3777103005888334
4.7,3.8
49.2,43.2
17.606374,13.627735
22.59682740543228,22.469890346935102
30.9,35.4
29.199317,30.160796
56.35072692437732,57.770075101097625
3.2201970760610545,3.2302245652117736
1.5320645795861587,1.532341601848617
2.178834,1.539521
4.578586864950002,4.633877350534286
1.566345,1.77623
43.123814,36.709405
11.119531,24.163793
10.022249393653912,11.8455
1.491215,1.245193
0.7903676316001625,0.827815940092616
0.2759113905051165,0.2752332464146741
15.910625,17.973397
15.531809145129223,0.0
0.3346249857784381,0.338006612761372
71.0,99.2
17.013168192180746,16.971013508926756
0.9778076769636334,0.9753737632260682
0.0,0.0
3.243236230840582,2.06046220288135
2.8867360253109013,0.0
20.4,22.9
1.322588,1.483108
5.571899794954088,5.829883985308692
1.835946,1.671105
2.9522386825930105,2.8439307673493994
0.4402361779047223,0.4439570782296767
0.619961264820174,0.617277854045886
0.3321797836712377,1.417575
0.2900475968106366,0.2900073893882816
0.0,7.832693663350827
2.620348,1.891778
1.6781057542246312,1.6701126658004348
60.99048548426445,47.842311740503305
2.33624,2.206505
13.166557,1.6615767033653577
12.245314,14.501564
6.835269993164729,6.892653809569761
0.3885236335041024,0.3957108113733618
11.712619175900116,11.813069980626564
2.1865666093786214,2.210921954455008
1.2056763241340231,1.1894170429189246
24.81512730160306,24.80650922802144
0.3786381446125093,0.3775927405530072
0.7868006325877086,0.7867238772270186
0.658190056327905,0.6610398950797478
0.5819095945253946,0.5846783859602348
33.277468,21.393587
17.6,35.8
3.677525172659807,2.4370747304595346
1.9635332602898965,1.9599542154695264
24.6,28.4
2.601010232374254,2.602932984887371
5.321300100040442,5.211101731127995
3.370748643273671,3.341508891755161
8.109642364771714,8.267332462507646
0.5624898048722867,0.5645819665744892
65.173224,62.867335
5.135210081444432,5.186291594058584
1.8326430377890992,1.8304424545501137
0.0,0.0
3.4,3.8
0.6792343127439301,0.6332256005511596
0.5716297851129312,0.5732393526522639
0.2820378020906898,0.2827066104721313
2.6834975633842126,2.690254820936639
1.539607954230535,1.5416634548678023
1.950703,1.927468
25.4,27.0
1.7719437514175551,1.7698551196599046
7.077441363398305,7.027011833487928
1.719761434693779,1.7203294775015312
11.949715596768796,12.134449702705982
32.285759,22.356166
0.4850587357623134,0.4850065087873479
1.86843245990344,1.8685860782862824
9.205221201465472,9.253604278866618
1.7019886034843112,1.7117484140650945
1.6549496233334655,1.6561885140014176
60.163645,63.436366
90.2853015529072,132.1003963011889
1.045515,1.692219
3.542691,3.09427
0.0,33.715441672285905
12.25940909648155,12.202264740335806
8.589884551951622,8.65920820200201
1.8187108977156992,1.8303687460875868
20.384866275277236,20.475020475020475
5.473154178753216,5.607581450120563
2.425406619419746,2.4145257871354064
31.360931,31.573339
0.5608141226455621,0.5646916388367804
8.912366,9.831542
0.5393911999404511,0.5418673833765925
22.796996,18.951257
0.2690544350933081,0.2723799635119801
0.3507910337811765,0.3490662129736741
0.3401656742900061,2.392358
1.476476772067422,1.5112771500940014
1.3236933161429694,1.2748370120880046
5.065188982200926,5.095437545222008
2.292768150699065,2.261461084777653
0.0,0.0
1.193889,1.700845
10.503276,19.240615
17.18094976290289,17.094601524838456
88.7784090909091,88.4016973125884
5.291845266444409,5.405113237122317
26.413298,0.5874936697557084
11.93830285086672,11.91951940497759
18.66019779809666,21.003990758244065
9.694754,12.987187
0.0,2.287219929919581
0.3540745482716913,0.3524330923395848
13.6,11.8
0.4263530527304928,0.4283976215364052
1.3265027286161128,1.3303321041064693
20.334202,13.968485
0.3210219283658828,0.3222261963453104
0.7595690509032794,0.7636642443236836
0.0,0.0
1.5498301386168076,1.5404807532334692
13.58068283673303,0.0
0.0,0.0
1.0794240193432785,1.140375685365787
1.6595637338856362,1.6561885140014176
0.0,0.0
12.105951285652027,12.128856976518533
0.7665760573766848,0.7701169961740587
0.0,0.0
0.0,1.4484105143016055
1.4243472216683095,1.4221392956997352
1.867651,2.789529
1.279218,1.798923
10.185788787483704,10.200958890135672
1.5440009387525708,1.5416634548678023
